_id,line_number,contest_name,choice_name,party_name,total_votes,percent_of_votes,registered_voters,ballots_cast,total_number_of_precincts,number_of_precincts_reporting,over_votes,under_votes
1571,1571,REP School Director South Park (Vote For 5),Lire Jackson,REP,242,8.67,10044,2680,13,13,0,0
1572,1572,REP School Director South Park (Vote For 5),Write-in,REP,41,1.47,10044,2680,13,13,0,0
1573,1573,REP School Director At-Large Steel Valley (Vote For 3),James Bulger,REP,345,74.03,11084,2982,21,21,0,0
1574,1574,REP School Director At-Large Steel Valley (Vote For 3),Write-in,REP,121,25.97,11084,2982,21,21,0,0
1575,1575,REP School Director Steel Valley Region 2 (Vote For 1),James Bulger,REP,113,83.09,2969,929,6,6,0,0
1576,1576,REP School Director Steel Valley Region 2 (Vote For 1),Write-in,REP,23,16.91,2969,929,6,6,0,0
1577,1577,REP School Director Steel Valley Region 3 (Vote For 1),Daniel Rojtas,REP,198,94.29,3907,1296,5,5,0,0
1578,1578,REP School Director Steel Valley Region 3 (Vote For 1),Write-in,REP,12,5.71,3907,1296,5,5,0,0
1579,1579,REP School Director At-Large Sto-Rox (Vote For 1),Write-in,REP,34,100,7527,1376,18,18,0,0
1580,1580,REP School Director Sto-Rox Region 1 (Vote For 2),Write-in,REP,6,100,3555,511,7,7,0,0
1581,1581,REP School Director Sto-Rox Region 2 (Vote For 2),Write-in,REP,17,100,3972,865,11,11,0,0
1582,1582,REP School Director Sto-Rox Region 2 (Vote For 1),Write-in,REP,12,100,3972,865,11,11,0,0
1583,1583,REP School Director Upper Saint Clair (Vote For 5),Angela B. Petersen,REP,1646,17.83,16024,4593,18,18,0,0
1584,1584,REP School Director Upper Saint Clair (Vote For 5),Barbara L. Bolas,REP,1639,17.75,16024,4593,18,18,0,0
1585,1585,REP School Director Upper Saint Clair (Vote For 5),Hallie Hawkins Snyder,REP,1623,17.58,16024,4593,18,18,0,0
1586,1586,REP School Director Upper Saint Clair (Vote For 5),Kelly Parker Hanna,REP,1587,17.19,16024,4593,18,18,0,0
1587,1587,REP School Director Upper Saint Clair (Vote For 5),Justin Daniel Lamber,REP,1567,16.97,16024,4593,18,18,0,0
1588,1588,REP School Director Upper Saint Clair (Vote For 5),Chris Daley,REP,344,3.73,16024,4593,18,18,0,0
1589,1589,REP School Director Upper Saint Clair (Vote For 5),Kathleen Carroll,REP,307,3.32,16024,4593,18,18,0,0
1590,1590,REP School Director Upper Saint Clair (Vote For 5),Sebastien Dubreil,REP,258,2.79,16024,4593,18,18,0,0
1591,1591,REP School Director Upper Saint Clair (Vote For 5),Mateusz Kruk,REP,210,2.27,16024,4593,18,18,0,0
1592,1592,REP School Director Upper Saint Clair (Vote For 5),Write-in,REP,53,0.57,16024,4593,18,18,0,0
1593,1593,REP School Director West Allegheny Region 1 (Vote For 2),Robert Ostrander,REP,175,52.08,3178,825,3,3,0,0
1594,1594,REP School Director West Allegheny Region 1 (Vote For 2),Write-in,REP,161,47.92,3178,825,3,3,0,0
1595,1595,REP School Director West Allegheny Region 2 (Vote For 1),Steven Psomas,REP,379,56.23,8901,1805,4,4,0,0
1596,1596,REP School Director West Allegheny Region 2 (Vote For 1),Eric Vannoy,REP,288,42.73,8901,1805,4,4,0,0
1597,1597,REP School Director West Allegheny Region 2 (Vote For 1),Write-in,REP,7,1.04,8901,1805,4,4,0,0
1598,1598,REP School Director West Allegheny Region 3 (Vote For 2),Victoria Hatton Bozic,REP,257,41.79,4692,1021,3,3,0,0
1599,1599,REP School Director West Allegheny Region 3 (Vote For 2),Steven R. Pons,REP,195,31.71,4692,1021,3,3,0,0
1600,1600,REP School Director West Allegheny Region 3 (Vote For 2),Mark Rosen,REP,155,25.2,4692,1021,3,3,0,0
1601,1601,REP School Director West Allegheny Region 3 (Vote For 2),Write-in,REP,8,1.3,4692,1021,3,3,0,0
1602,1602,REP School Director West Jefferson Hills (Vote For 5),Suzanne Downer,REP,1005,18.77,14954,3963,20,20,0,0
1603,1603,REP School Director West Jefferson Hills (Vote For 5),Anthony J. Rash,REP,950,17.75,14954,3963,20,20,0,0
1604,1604,REP School Director West Jefferson Hills (Vote For 5),Chelsea Campolongo,REP,936,17.49,14954,3963,20,20,0,0
1605,1605,REP School Director West Jefferson Hills (Vote For 5),Denise Kahler,REP,866,16.18,14954,3963,20,20,0,0
1606,1606,REP School Director West Jefferson Hills (Vote For 5),David M. Dominick,REP,591,11.04,14954,3963,20,20,0,0
1607,1607,REP School Director West Jefferson Hills (Vote For 5),Brian P. Smith,REP,567,10.59,14954,3963,20,20,0,0
1608,1608,REP School Director West Jefferson Hills (Vote For 5),Tracey Arthrell,REP,368,6.87,14954,3963,20,20,0,0
1609,1609,REP School Director West Jefferson Hills (Vote For 5),Write-in,REP,70,1.31,14954,3963,20,20,0,0
1610,1610,REP School Director West Jefferson Hills (Vote For 1),Adam Matthew Rice,REP,599,44.01,14954,3963,20,20,0,0
1611,1611,REP School Director West Jefferson Hills (Vote For 1),Suzanne Downer,REP,339,24.91,14954,3963,20,20,0,0
1612,1612,REP School Director West Jefferson Hills (Vote For 1),David M. Dominick,REP,265,19.47,14954,3963,20,20,0,0
1613,1613,REP School Director West Jefferson Hills (Vote For 1),Brian P. Smith,REP,152,11.17,14954,3963,20,20,0,0
1614,1614,REP School Director West Jefferson Hills (Vote For 1),Write-in,REP,6,0.44,14954,3963,20,20,0,0
1615,1615,REP School Director West Mifflin Area (Vote For 5),Janelle L. Kopay,REP,474,18.89,14315,4121,23,23,0,0
1616,1616,REP School Director West Mifflin Area (Vote For 5),Gina Englert,REP,422,16.82,14315,4121,23,23,0,0
1617,1617,REP School Director West Mifflin Area (Vote For 5),Steven Arbasak,REP,323,12.87,14315,4121,23,23,0,0
1618,1618,REP School Director West Mifflin Area (Vote For 5),Tony DiCenzo,REP,305,12.16,14315,4121,23,23,0,0
1619,1619,REP School Director West Mifflin Area (Vote For 5),Jonathan Mattis,REP,301,12,14315,4121,23,23,0,0
1620,1620,REP School Director West Mifflin Area (Vote For 5),Nicholas Alexandroff,REP,299,11.92,14315,4121,23,23,0,0
1621,1621,REP School Director West Mifflin Area (Vote For 5),Matthew J. Blazevich,REP,292,11.64,14315,4121,23,23,0,0
1622,1622,REP School Director West Mifflin Area (Vote For 5),Write-in,REP,93,3.71,14315,4121,23,23,0,0
1623,1623,REP School Director Wilkinsburg (Vote For 5),Monica Garcia,REP,72,32.88,12064,2657,17,17,0,0
1624,1624,REP School Director Wilkinsburg (Vote For 5),Amanda Barber,REP,67,30.59,12064,2657,17,17,0,0
1625,1625,REP School Director Wilkinsburg (Vote For 5),Debra Raubenstrauch,REP,64,29.22,12064,2657,17,17,0,0
1626,1626,REP School Director Wilkinsburg (Vote For 5),Write-in,REP,16,7.31,12064,2657,17,17,0,0
1627,1627,REP School Director Wilkinsburg (Vote For 2),W. Dennis Bossick,REP,54,37.5,12064,2657,17,17,0,0
1628,1628,REP School Director Wilkinsburg (Vote For 2),Monica Garcia,REP,43,29.86,12064,2657,17,17,0,0
1629,1629,REP School Director Wilkinsburg (Vote For 2),Amanda Barber,REP,42,29.17,12064,2657,17,17,0,0
1630,1630,REP School Director Wilkinsburg (Vote For 2),Write-in,REP,5,3.47,12064,2657,17,17,0,0
1631,1631,REP School Director Woodland Hills Region 1 (Vote For 2),Timothy Reed,REP,436,91.98,11221,3082,18,18,0,0
1632,1632,REP School Director Woodland Hills Region 1 (Vote For 2),Write-in,REP,38,8.02,11221,3082,18,18,0,0
1633,1633,REP School Director Woodland Hills Region 2 (Vote For 2),Michael Rensland,REP,153,91.07,11867,3301,20,20,0,0
1634,1634,REP School Director Woodland Hills Region 2 (Vote For 2),Write-in,REP,15,8.93,11867,3301,20,20,0,0
1635,1635,REP School Director Woodland Hills Region 2 (Vote For 1),Write-in,REP,16,100,11867,3301,20,20,0,0
1636,1636,REP School Director Woodland Hills Region 3 (Vote For 1),Laura Arthrell,REP,248,93.23,10635,2914,20,20,0,0
1637,1637,REP School Director Woodland Hills Region 3 (Vote For 1),Write-in,REP,18,6.77,10635,2914,20,20,0,0
1638,1638,REP Commissioner Aleppo (Vote For 2),Arthur C. Williams,REP,187,94.92,1319,487,1,1,0,0
1639,1639,REP Commissioner Aleppo (Vote For 2),Write-in,REP,10,5.08,1319,487,1,1,0,0
1640,1640,REP Member of Council Aspinwall (Vote For 3),Write-in,REP,144,30.44,2204,918,3,3,0,0
1641,1641,REP Member of Council Aspinwall (Vote For 3),Timothy P. McLaughlin,REP,141,29.81,2204,918,3,3,0,0
1642,1642,REP Member of Council Aspinwall (Vote For 3),Terry Nelson Taylor,REP,110,23.26,2204,918,3,3,0,0
1643,1643,REP Member of Council Aspinwall (Vote For 3),Sharon Donnick,REP,78,16.49,2204,918,3,3,0,0
1644,1644,REP Mayor Avalon (Vote For 1),Brigitte Jackson,REP,132,94.29,3347,825,6,6,0,0
1645,1645,REP Mayor Avalon (Vote For 1),Write-in,REP,8,5.71,3347,825,6,6,0,0
1646,1646,REP Tax Collector Avalon (Vote For 1),Write-in,REP,10,100,3347,825,6,6,0,0
1647,1647,REP Member of Council Avalon Ward 1 (Vote For 2),Paul Morack,REP,31,83.78,1030,236,1,1,0,0
1648,1648,REP Member of Council Avalon Ward 1 (Vote For 2),Write-in,REP,6,16.22,1030,236,1,1,0,0
1649,1649,REP Member of Council Avalon Ward 2 (Vote For 1),William Pascale,REP,60,100,1092,270,2,2,0,0
1650,1650,REP Member of Council Avalon Ward 2 (Vote For 1),Write-in,REP,0,0,1092,270,2,2,0,0
1651,1651,REP Member of Council Avalon Ward 2 (Vote For 1),Lee E. Nelson,REP,60,98.36,1092,270,2,2,0,0
1652,1652,REP Member of Council Avalon Ward 2 (Vote For 1),Write-in,REP,1,1.64,1092,270,2,2,0,0
1653,1653,REP Member of Council Avalon Ward 3 (Vote For 1),Write-in,REP,9,100,1225,319,3,3,0,0
1654,1654,REP Member of Council Baldwin Borough (Vote For 3),Rebecca Conley,REP,508,72.16,14208,3351,18,18,0,0
1655,1655,REP Member of Council Baldwin Borough (Vote For 3),Write-in,REP,196,27.84,14208,3351,18,18,0,0
1656,1656,REP Commissioner Baldwin Township (Vote For 3),Nick Pellegrino,REP,61,54.95,1492,376,2,2,0,0
1657,1657,REP Commissioner Baldwin Township (Vote For 3),Tyrus Scott Fluharty,REP,40,36.04,1492,376,2,2,0,0
1658,1658,REP Commissioner Baldwin Township (Vote For 3),Write-in,REP,10,9.01,1492,376,2,2,0,0
1659,1659,REP Member of Council Bell Acres (Vote For 3),Gregory C. Molchen,REP,126,35.69,1175,399,1,1,0,0
1660,1660,REP Member of Council Bell Acres (Vote For 3),Lane J. Grafton,REP,120,33.99,1175,399,1,1,0,0
1661,1661,REP Member of Council Bell Acres (Vote For 3),Carmee Murphy-Horton,REP,101,28.61,1175,399,1,1,0,0
1662,1662,REP Member of Council Bell Acres (Vote For 3),Write-in,REP,6,1.7,1175,399,1,1,0,0
1663,1663,REP Auditor Bellevue (Vote For 1),Write-in,REP,17,100,5710,1226,6,6,0,0
1664,1664,REP Member of Council Bellevue Ward 1 (Vote For 1),Write-in,REP,52,100,1839,412,2,2,0,0
1665,1665,REP Member of Council Bellevue Ward 2 (Vote For 1),Write-in,REP,10,100,1979,393,2,2,0,0
1666,1666,REP Member of Council Bellevue Ward 2 (Vote For 1),Write-in,REP,7,100,1979,393,2,2,0,0
1667,1667,REP Member of Council Bellevue Ward 3 (Vote For 2),Thomas M. Fowler,REP,53,67.95,1892,421,2,2,0,0
1668,1668,REP Member of Council Bellevue Ward 3 (Vote For 2),Write-in,REP,25,32.05,1892,421,2,2,0,0
1669,1669,REP Member of Council Ben Avon (Vote For 3),Write-in,REP,12,100,1444,444,2,2,0,0
1670,1670,REP Member of Council Ben Avon Heights (Vote For 4),Jacquelyn Neunder,REP,33,50,336,124,1,1,0,0
1671,1671,REP Member of Council Ben Avon Heights (Vote For 4),Write-in,REP,33,50,336,124,1,1,0,0
1672,1672,REP Member of Council Ben Avon Heights (Vote For 1),Write-in,REP,6,100,336,124,1,1,0,0
1673,1673,REP Member of Council Bethel Park Ward 2 (Vote For 1),Kimberly Kamenicky,REP,246,96.85,2684,759,3,3,0,0
1674,1674,REP Member of Council Bethel Park Ward 2 (Vote For 1),Write-in,REP,8,3.15,2684,759,3,3,0,0
1675,1675,REP Member of Council Bethel Park Ward 4 (Vote For 1),Todd S. Cenci,REP,256,97.71,2921,890,3,3,0,0
1676,1676,REP Member of Council Bethel Park Ward 4 (Vote For 1),Write-in,REP,6,2.29,2921,890,3,3,0,0
1677,1677,REP Member of Council Bethel Park Ward 6 (Vote For 1),Jim Jenkins,REP,337,97.97,3054,938,3,3,0,0
1678,1678,REP Member of Council Bethel Park Ward 6 (Vote For 1),Write-in,REP,7,2.03,3054,938,3,3,0,0
1679,1679,REP Member of Council Bethel Park Ward 8 (Vote For 1),Zeb Jansante,REP,245,97.22,2783,828,4,4,0,0
1680,1680,REP Member of Council Bethel Park Ward 8 (Vote For 1),Write-in,REP,7,2.78,2783,828,4,4,0,0
1681,1681,REP Member of Council Blawnox (Vote For 3),Write-in,REP,20,100,961,256,1,1,0,0
1682,1682,REP Member of Council Brackenridge Ward 1 (Vote For 1),Write-in,REP,5,100,469,135,1,1,0,0
1683,1683,REP Member of Council Brackenridge Ward 2 (Vote For 1),Write-in,REP,6,100,733,214,1,1,0,0
1684,1684,REP Member of Council Brackenridge Ward 3 (Vote For 1),Write-in,REP,6,100,624,133,1,1,0,0
1685,1685,REP Member of Council Braddock Ward 1 (Vote For 1),Write-in,REP,0,0,444,78,1,1,0,0
1686,1686,REP Member of Council Braddock Ward 2 (Vote For 1),Write-in,REP,1,100,573,105,1,1,0,0
1687,1687,REP Member of Council Braddock Ward 3 (Vote For 1),Write-in,REP,0,0,394,59,1,1,0,0
1688,1688,REP Member of Council Braddock Hills (Vote For 3),Write-in,REP,30,100,1263,365,2,2,0,0
1689,1689,REP Member of Council Bradford Woods (Vote For 3),Christopher Mansfield,REP,122,65.24,990,319,1,1,0,0
1690,1690,REP Member of Council Bradford Woods (Vote For 3),Write-in,REP,65,34.76,990,319,1,1,0,0
1691,1691,REP Member of Council Brentwood (Vote For 3),Dennis Troy,REP,213,82.24,6509,1363,10,10,0,0
1692,1692,REP Member of Council Brentwood (Vote For 3),Write-in,REP,46,17.76,6509,1363,10,10,0,0
1693,1693,REP Member of Council Brentwood (Vote For 1),Write-in,REP,38,100,6509,1363,10,10,0,0
1694,1694,REP Member of Council Bridgeville (Vote For 3),Jason Sarasnick,REP,253,36.51,3367,799,4,4,0,0
1695,1695,REP Member of Council Bridgeville (Vote For 3),Shane Franchick,REP,212,30.59,3367,799,4,4,0,0
1696,1696,REP Member of Council Bridgeville (Vote For 3),Jason Ferri,REP,210,30.3,3367,799,4,4,0,0
1697,1697,REP Member of Council Bridgeville (Vote For 3),Write-in,REP,18,2.6,3367,799,4,4,0,0
1698,1698,REP Tax Collector Carnegie (Vote For 1),Write-in,REP,13,100,5301,1084,8,8,0,0
1699,1699,REP Member of Council Carnegie Ward 1 (Vote For 2),Write-in,REP,9,100,2888,554,4,4,0,0
1700,1700,REP Member of Council Carnegie Ward 2 (Vote For 1),Joseph DiSarro,REP,92,97.87,2413,530,4,4,0,0
1701,1701,REP Member of Council Carnegie Ward 2 (Vote For 1),Write-in,REP,2,2.13,2413,530,4,4,0,0
1702,1702,REP Member of Council Castle Shannon (Vote For 3),Write-in,REP,278,100,5947,1418,8,8,0,0
1703,1703,REP Member of Council Chalfant (Vote For 4),Write-in,REP,11,100,573,143,1,1,0,0
1704,1704,REP Member of Council Cheswick (Vote For 3),Brad Yaksich,REP,143,50.71,1264,533,2,2,0,0
1705,1705,REP Member of Council Cheswick (Vote For 3),Karen J. Matisz,REP,123,43.62,1264,533,2,2,0,0
1706,1706,REP Member of Council Cheswick (Vote For 3),Write-in,REP,16,5.67,1264,533,2,2,0,0
1707,1707,REP Member of Council Churchill (Vote For 3),Write-in,REP,54,100,2717,1001,4,4,0,0
1708,1708,REP Member of Council Clairton Ward 1 (Vote For 1),Write-in,REP,25,100,1015,240,3,3,0,0
1709,1709,REP Member of Council Clairton Ward 4 (Vote For 1),Write-in,REP,9,100,1085,270,3,3,0,0
1710,1710,REP Commissioner Collier (Vote For 2),Dawnlee Vaughn,REP,443,61.96,6880,1845,6,6,0,0
1711,1711,REP Commissioner Collier (Vote For 2),Write-in,REP,272,38.04,6880,1845,6,6,0,0
1712,1712,REP Member of Council Coraopolis Ward 1 (Vote For 1),Write-in,REP,29,100,910,219,2,2,0,0
1713,1713,REP Member of Council Coraopolis Ward 2 (Vote For 1),Write-in,REP,24,100,767,185,1,1,0,0
1714,1714,REP Member of Council Coraopolis Ward 3 (Vote For 1),Olesia Johnston,REP,30,65.22,1101,240,2,2,0,0
1715,1715,REP Member of Council Coraopolis Ward 3 (Vote For 1),Write-in,REP,16,34.78,1101,240,2,2,0,0
1716,1716,REP Member of Council Coraopolis Ward 4 (Vote For 1),Trevor M. Reed,REP,36,75,966,258,2,2,0,0
1717,1717,REP Member of Council Coraopolis Ward 4 (Vote For 1),Write-in,REP,12,25,966,258,2,2,0,0
1718,1718,REP Member of Council Crafton (Vote For 3),Write-in,REP,53,100,4332,1053,6,6,0,0
1719,1719,REP Commissioner At-Large Crescent (Vote For 2),Richard Withee,REP,107,72.3,1695,403,2,2,0,0
1720,1720,REP Commissioner At-Large Crescent (Vote For 2),Write-in,REP,41,27.7,1695,403,2,2,0,0
1721,1721,REP Commissioner Crescent Ward 1 (Vote For 1),Michael A. Chicora,REP,87,98.86,1034,257,1,1,0,0
1722,1722,REP Commissioner Crescent Ward 1 (Vote For 1),Write-in,REP,1,1.14,1034,257,1,1,0,0
1723,1723,REP Tax Collector Dormont (Vote For 1),Write-in,REP,111,100,6196,1644,10,10,0,0
1724,1724,REP Member of Council Dormont (Vote For 3),John R. Serpa,REP,221,88.76,6196,1644,10,10,0,0
1725,1725,REP Member of Council Dormont (Vote For 3),Write-in,REP,28,11.24,6196,1644,10,10,0,0
1726,1726,REP Member of Council Dravosburg (Vote For 2),Write-in,REP,23,100,1099,329,3,3,0,0
1727,1727,REP Controller Duquesne (Vote For 1),Write-in,REP,9,100,3273,562,10,10,0,0
1728,1728,REP Member of Council Duquesne (Vote For 2),Write-in,REP,14,100,3273,562,10,10,0,0
1729,1729,REP Auditor East Deer (Vote For 1),Write-in,REP,2,100,877,234,2,2,0,0
1730,1730,REP Commissioner At-Large East Deer (Vote For 3),Jacob Leonard Gigler,REP,65,67.01,877,234,2,2,0,0
1731,1731,REP Commissioner At-Large East Deer (Vote For 3),Write-in,REP,32,32.99,877,234,2,2,0,0
1732,1732,REP Commissioner East Deer Ward 1 (Vote For 1),Write-in,REP,5,100,311,72,1,1,0,0
1733,1733,REP Member of Council East Mckeesport (Vote For 3),Write-in,REP,17,100,1337,305,3,3,0,0
1734,1734,REP Member of Council At-Large East Pittsburgh (Vote For 2),Write-in,REP,2,100,1195,156,3,3,0,0
1735,1735,REP Member of Council Edgewood (Vote For 3),Write-in,REP,34,100,2709,1018,3,3,0,0
1736,1736,REP Tax Collector Edgeworth (Vote For 1),Hugh St. Martin,REP,159,97.55,1410,514,2,2,0,0
1737,1737,REP Tax Collector Edgeworth (Vote For 1),Write-in,REP,4,2.45,1410,514,2,2,0,0
1738,1738,REP Member of Council Edgeworth (Vote For 3),Elizabeth H. Genter,REP,146,31.67,1410,514,2,2,0,0
1739,1739,REP Member of Council Edgeworth (Vote For 3),David Aloe,REP,135,29.28,1410,514,2,2,0,0
1740,1740,REP Member of Council Edgeworth (Vote For 3),Gregory J. Marlovits,REP,133,28.85,1410,514,2,2,0,0
1741,1741,REP Member of Council Edgeworth (Vote For 3),Write-in,REP,47,10.2,1410,514,2,2,0,0
1742,1742,REP Member of Council Elizabeth Borough (Vote For 3),Desiree Gephart,REP,49,83.05,858,170,1,1,0,0
1743,1743,REP Member of Council Elizabeth Borough (Vote For 3),Write-in,REP,10,16.95,858,170,1,1,0,0
1744,1744,REP Commissioner Elizabeth Township Ward 1 (Vote For 1),Adam Musisko,REP,119,82.07,1446,407,2,2,0,0
1745,1745,REP Commissioner Elizabeth Township Ward 1 (Vote For 1),Write-in,REP,26,17.93,1446,407,2,2,0,0
1746,1746,REP Commissioner Elizabeth Township Ward 3 (Vote For 1),Michael Hansen,REP,105,94.59,1323,380,1,1,0,0
1747,1747,REP Commissioner Elizabeth Township Ward 3 (Vote For 1),Write-in,REP,6,5.41,1323,380,1,1,0,0
1748,1748,REP Commissioner Elizabeth Township Ward 5 (Vote For 1),James Thomas Benedek,REP,100,93.46,1198,268,2,2,0,0
1749,1749,REP Commissioner Elizabeth Township Ward 5 (Vote For 1),Write-in,REP,7,6.54,1198,268,2,2,0,0
1750,1750,REP Commissioner Elizabeth Township Ward 7 (Vote For 1),Write-in,REP,78,100,1205,296,1,1,0,0
1751,1751,REP Mayor Emsworth (Vote For 1),Write-in,REP,45,100,1750,401,2,2,0,0
1752,1752,REP Member of Council Emsworth (Vote For 3),"Michael V. Mary, Jr.",REP,83,81.37,1750,401,2,2,0,0
1753,1753,REP Member of Council Emsworth (Vote For 3),Write-in,REP,19,18.63,1750,401,2,2,0,0
1754,1754,REP Member of Council Emsworth (Vote For 1),Write-in,REP,10,100,1750,401,2,2,0,0
1755,1755,REP Member of Council Etna Ward 1 (Vote For 2),Nicholas Behr Leffakis,REP,25,92.59,800,204,1,1,0,0
1756,1756,REP Member of Council Etna Ward 1 (Vote For 2),Write-in,REP,2,7.41,800,204,1,1,0,0
1757,1757,REP Member of Council Etna Ward 2 (Vote For 1),Write-in,REP,2,100,661,126,1,1,0,0
1758,1758,REP Member of Council Etna Ward 3 (Vote For 1),Write-in,REP,5,100,699,174,1,1,0,0
1759,1759,REP Member of Council Etna Ward 3 (Vote For 1),Colleen E. Schaefer,REP,30,100,699,174,1,1,0,0
1760,1760,REP Member of Council Etna Ward 3 (Vote For 1),Write-in,REP,0,0,699,174,1,1,0,0
1761,1761,REP Auditor Fawn (Vote For 1),Write-in,REP,13,100,1458,424,2,2,0,0
1762,1762,REP Auditor Fawn (Vote For 1),Write-in,REP,13,100,1458,424,2,2,0,0
1763,1763,REP Supervisor Fawn (Vote For 2),Barbara J. Selfridge,REP,153,68.92,1458,424,2,2,0,0
1764,1764,REP Supervisor Fawn (Vote For 2),Write-in,REP,69,31.08,1458,424,2,2,0,0
1765,1765,REP Auditor Findlay (Vote For 1),Write-in,REP,21,100,4692,1021,3,3,0,0
1766,1766,REP Supervisor Findlay (Vote For 1),Janet L. Craig,REP,325,96.44,4692,1021,3,3,0,0
1767,1767,REP Supervisor Findlay (Vote For 1),Write-in,REP,12,3.56,4692,1021,3,3,0,0
1768,1768,REP Tax Collector Forest Hills (Vote For 1),Write-in,REP,41,100,5328,1854,8,8,0,0
1769,1769,REP Member of Council Forest Hills (Vote For 3),Write-in,REP,66,100,5328,1854,8,8,0,0
1770,1770,REP Auditor Forward (Vote For 1),Write-in,REP,6,100,2005,676,4,4,0,0
1771,1771,REP Auditor Forward (Vote For 1),Write-in,REP,6,100,2005,676,4,4,0,0
1772,1772,REP Auditor Forward (Vote For 1),Write-in,REP,9,100,2005,676,4,4,0,0
1773,1773,REP Supervisor Forward (Vote For 1),Jayme Stoffer,REP,166,53.38,2005,676,4,4,0,0
1774,1774,REP Supervisor Forward (Vote For 1),Ronald  Skrinjorich,REP,116,37.3,2005,676,4,4,0,0
1775,1775,REP Supervisor Forward (Vote For 1),Write-in,REP,29,9.32,2005,676,4,4,0,0
1776,1776,REP Member of Council Fox Chapel (Vote For 3),Michael D.  Pohl,REP,291,54.39,4677,1352,5,5,0,0
1777,1777,REP Member of Council Fox Chapel (Vote For 3),Write-in,REP,244,45.61,4677,1352,5,5,0,0
1778,1778,REP Member of Council Franklin Park Ward 1 (Vote For 1),Douglas  Kush,REP,330,98.8,3849,971,3,3,0,0
1779,1779,REP Member of Council Franklin Park Ward 1 (Vote For 1),Write-in,REP,4,1.2,3849,971,3,3,0,0
1780,1780,REP Member of Council Franklin Park Ward 2 (Vote For 1),Mark Butterfield,REP,412,96.26,3909,1125,3,3,0,0
1781,1781,REP Member of Council Franklin Park Ward 2 (Vote For 1),Write-in,REP,16,3.74,3909,1125,3,3,0,0
1782,1782,REP Member of Council Franklin Park Ward 3 (Vote For 1),Timothy J. Ireland,REP,358,98.62,3324,995,3,3,0,0
1783,1783,REP Member of Council Franklin Park Ward 3 (Vote For 1),Write-in,REP,5,1.38,3324,995,3,3,0,0
1784,1784,REP Auditor Frazer (Vote For 1),Write-in,REP,2,100,788,184,1,1,0,0
1785,1785,REP Supervisor Frazer (Vote For 1),Write-in,REP,5,100,788,184,1,1,0,0
1786,1786,REP Member of Council Glassport (Vote For 4),Write-in,REP,38,100,2568,526,6,6,0,0
1787,1787,REP Member of Council Glassport (Vote For 1),Write-in,REP,20,100,2568,526,6,6,0,0
1788,1788,REP Auditor Glenfield (Vote For 1),Write-in,REP,1,100,142,46,1,1,0,0
1789,1789,REP Auditor Glenfield (Vote For 1),Write-in,REP,1,100,142,46,1,1,0,0
1790,1790,REP Auditor Glenfield (Vote For 1),Write-in,REP,2,100,142,46,1,1,0,0
1791,1791,REP Member of Council Glenfield (Vote For 3),Write-in,REP,22,100,142,46,1,1,0,0
1792,1792,REP Member of Council Green Tree (Vote For 3),Write-in,REP,78,100,3700,1020,4,4,0,0
1793,1793,REP Controller Hampton (Vote For 1),Jerry E. Speakman,REP,1166,99.15,14156,3728,13,13,0,0
1794,1794,REP Controller Hampton (Vote For 1),Write-in,REP,10,0.85,14156,3728,13,13,0,0
1795,1795,REP Member of Council Hampton (Vote For 2),Daniel J. Sciulli,REP,1085,50.8,14156,3728,13,13,0,0
1796,1796,REP Member of Council Hampton (Vote For 2),"Alfred Midgley, IV",REP,1030,48.22,14156,3728,13,13,0,0
1797,1797,REP Member of Council Hampton (Vote For 2),Write-in,REP,21,0.98,14156,3728,13,13,0,0
1798,1798,REP Auditor Harmar (Vote For 1),Write-in,REP,7,100,2225,699,3,3,0,0
1799,1799,REP Auditor Harmar (Vote For 1),Write-in,REP,6,100,2225,699,3,3,0,0
1800,1800,REP Auditor Harmar (Vote For 1),Write-in,REP,9,100,2225,699,3,3,0,0
1801,1801,REP Supervisor Harmar (Vote For 2),David Benec,REP,153,52.04,2225,699,3,3,0,0
1802,1802,REP Supervisor Harmar (Vote For 2),Robert Suchevits,REP,133,45.24,2225,699,3,3,0,0
1803,1803,REP Supervisor Harmar (Vote For 2),Write-in,REP,8,2.72,2225,699,3,3,0,0
1804,1804,REP Commissioner Harrison Ward 1 (Vote For 1),Write-in,REP,47,100,1551,544,3,3,0,0
1805,1805,REP Commissioner Harrison Ward 3 (Vote For 1),Write-in,REP,97,100,1694,657,2,2,0,0
1806,1806,REP Commissioner Harrison Ward 5 (Vote For 1),Write-in,REP,19,100,1260,306,2,2,0,0
1807,1807,REP Member of Council Haysville (Vote For 3),Write-in,REP,3,100,58,19,1,1,0,0
1808,1808,REP Member of Council Haysville (Vote For 2),Write-in,REP,1,100,58,19,1,1,0,0
1809,1809,REP Member of Council Heidelberg (Vote For 2),Write-in,REP,93,100,891,225,1,1,0,0
1810,1810,REP Member of Council Homestead Ward 1 (Vote For 1),Write-in,REP,0,0,825,167,2,2,0,0
1811,1811,REP Member of Council Homestead Ward 2 (Vote For 1),Write-in,REP,0,0,685,99,2,2,0,0
1812,1812,REP Member of Council Homestead Ward 3 (Vote For 1),Write-in,REP,1,100,641,97,2,2,0,0
1813,1813,REP Auditor Indiana (Vote For 1),Write-in,REP,38,100,5301,1307,5,5,0,0
1814,1814,REP Auditor Indiana (Vote For 1),Write-in,REP,37,100,5301,1307,5,5,0,0
