_id,line_number,contest_name,choice_name,party_name,total_votes,percent_of_votes,registered_voters,ballots_cast,total_number_of_precincts,number_of_precincts_reporting,over_votes,under_votes
1008,1008,DEM Commissioner Ross Ward 1 (Vote For 1),Write-in,DEM,2,0.39,2628,818,4,4,0,0
1009,1009,DEM Commissioner Ross Ward 3 (Vote For 1),Sarah Poweska,DEM,396,97.78,2562,720,4,4,0,0
1010,1010,DEM Commissioner Ross Ward 3 (Vote For 1),Write-in,DEM,9,2.22,2562,720,4,4,0,0
1011,1011,DEM Commissioner Ross Ward 5 (Vote For 1),William A. McKellar,DEM,334,80.29,2501,771,4,4,0,0
1012,1012,DEM Commissioner Ross Ward 5 (Vote For 1),Write-in,DEM,82,19.71,2501,771,4,4,0,0
1013,1013,DEM Commissioner Ross Ward 7 (Vote For 1),Patrick Mullin,DEM,357,75.64,2440,699,4,4,0,0
1014,1014,DEM Commissioner Ross Ward 7 (Vote For 1),Christopher Davidson,DEM,114,24.15,2440,699,4,4,0,0
1015,1015,DEM Commissioner Ross Ward 7 (Vote For 1),Write-in,DEM,1,0.21,2440,699,4,4,0,0
1016,1016,DEM Commissioner Ross Ward 9 (Vote For 1),Zebulon E. Plotnick,DEM,354,96.2,2471,819,3,3,0,0
1017,1017,DEM Commissioner Ross Ward 9 (Vote For 1),Write-in,DEM,14,3.8,2471,819,3,3,0,0
1018,1018,DEM Tax Collector Rosslyn Farms (Vote For 1),Write-in,DEM,1,100,408,135,1,1,0,0
1019,1019,DEM Member of Council Rosslyn Farms (Vote For 3),Eve Jackson,DEM,76,95,408,135,1,1,0,0
1020,1020,DEM Member of Council Rosslyn Farms (Vote For 3),Write-in,DEM,4,5,408,135,1,1,0,0
1021,1021,DEM Commissioner Scott Ward 1 (Vote For 1),Eileen L. Meyers,DEM,131,97.76,1185,213,2,2,0,0
1022,1022,DEM Commissioner Scott Ward 1 (Vote For 1),Write-in,DEM,3,2.24,1185,213,2,2,0,0
1023,1023,DEM Commissioner Scott Ward 3 (Vote For 1),Write-in,DEM,18,100,1182,348,2,2,0,0
1024,1024,DEM Commissioner Scott Ward 5 (Vote For 1),Thomas M. Castello,DEM,196,96.55,1286,360,2,2,0,0
1025,1025,DEM Commissioner Scott Ward 5 (Vote For 1),Write-in,DEM,7,3.45,1286,360,2,2,0,0
1026,1026,DEM Commissioner Scott Ward 7 (Vote For 1),Nicholas Seibel,DEM,251,98.82,1512,494,2,2,0,0
1027,1027,DEM Commissioner Scott Ward 7 (Vote For 1),Write-in,DEM,3,1.18,1512,494,2,2,0,0
1028,1028,DEM Commissioner Scott Ward 9 (Vote For 1),Kathleen D. Gazda,DEM,82,97.62,647,135,2,2,0,0
1029,1029,DEM Commissioner Scott Ward 9 (Vote For 1),Write-in,DEM,2,2.38,647,135,2,2,0,0
1030,1030,DEM Member of Council Sewickley Ward 1 (Vote For 1),Julie Barnes,DEM,156,96.3,934,298,1,1,0,0
1031,1031,DEM Member of Council Sewickley Ward 1 (Vote For 1),Write-in,DEM,6,3.7,934,298,1,1,0,0
1032,1032,DEM Member of Council Sewickley Ward 2 (Vote For 2),Cynthia Mullins,DEM,180,81.45,1070,367,2,2,0,0
1033,1033,DEM Member of Council Sewickley Ward 2 (Vote For 2),Write-in,DEM,41,18.55,1070,367,2,2,0,0
1034,1034,DEM Member of Council Sewickley Ward 3 (Vote For 1),Thomas G. Rostek,DEM,171,100,1008,273,1,1,0,0
1035,1035,DEM Member of Council Sewickley Ward 3 (Vote For 1),Write-in,DEM,0,0,1008,273,1,1,0,0
1036,1036,DEM Tax Collector Sewickley Heights (Vote For 1),Write-in,DEM,6,100,741,228,1,1,0,0
1037,1037,DEM Member of Council Sewickley Heights (Vote For 3),Write-in,DEM,23,100,741,228,1,1,0,0
1038,1038,DEM Member of Council Sewickley Hills (Vote For 2),Write-in,DEM,33,100,565,190,1,1,0,0
1039,1039,DEM Commissioner Shaler Ward 1 (Vote For 1),Frank Iozzo,DEM,504,98.82,2769,751,5,5,0,0
1040,1040,DEM Commissioner Shaler Ward 1 (Vote For 1),Write-in,DEM,6,1.18,2769,751,5,5,0,0
1041,1041,DEM Commissioner Shaler Ward 3 (Vote For 1),Write-in,DEM,320,100,3096,1041,5,5,0,0
1042,1042,DEM Commissioner Shaler Ward 5 (Vote For 1),Christopher Squire,DEM,409,84.5,3046,883,5,5,0,0
1043,1043,DEM Commissioner Shaler Ward 5 (Vote For 1),Write-in,DEM,75,15.5,3046,883,5,5,0,0
1044,1044,DEM Commissioner Shaler Ward 7 (Vote For 1),Chris Chirdon,DEM,385,78.41,2909,822,4,4,0,0
1045,1045,DEM Commissioner Shaler Ward 7 (Vote For 1),Write-in,DEM,106,21.59,2909,822,4,4,0,0
1046,1046,DEM Member of Council Sharpsburg (Vote For 3),Sarah Ishman,DEM,244,30.35,2169,514,3,3,0,0
1047,1047,DEM Member of Council Sharpsburg (Vote For 3),Kacie Cope,DEM,231,28.73,2169,514,3,3,0,0
1048,1048,DEM Member of Council Sharpsburg (Vote For 3),Jonathan Jaso,DEM,214,26.62,2169,514,3,3,0,0
1049,1049,DEM Member of Council Sharpsburg (Vote For 3),Write-in,DEM,115,14.3,2169,514,3,3,0,0
1050,1050,DEM Member of Council Sharpsburg (Vote For 1),Write-in,DEM,217,100,2169,514,3,3,0,0
1051,1051,DEM Commissioner South Fayette (Vote For 4),Chuck Lazzini,DEM,1503,26.48,12121,3503,12,12,0,0
1052,1052,DEM Commissioner South Fayette (Vote For 4),Leigh Ann Oravecz,DEM,1441,25.39,12121,3503,12,12,0,0
1053,1053,DEM Commissioner South Fayette (Vote For 4),Write-in,DEM,1378,24.28,12121,3503,12,12,0,0
1054,1054,DEM Commissioner South Fayette (Vote For 4),Joseph Horowitz,DEM,686,12.09,12121,3503,12,12,0,0
1055,1055,DEM Commissioner South Fayette (Vote For 4),Gwen Ann Rodi,DEM,668,11.77,12121,3503,12,12,0,0
1056,1056,DEM Auditor South Park (Vote For 1),Rick Self,DEM,1486,99.07,10044,2680,13,13,0,0
1057,1057,DEM Auditor South Park (Vote For 1),Write-in,DEM,14,0.93,10044,2680,13,13,0,0
1058,1058,DEM Supervisor South Park (Vote For 1),Sharon Adams,DEM,648,39.83,10044,2680,13,13,0,0
1059,1059,DEM Supervisor South Park (Vote For 1),Lawrence Cardillo,DEM,630,38.72,10044,2680,13,13,0,0
1060,1060,DEM Supervisor South Park (Vote For 1),Raymond R. Stasny,DEM,335,20.59,10044,2680,13,13,0,0
1061,1061,DEM Supervisor South Park (Vote For 1),Write-in,DEM,14,0.86,10044,2680,13,13,0,0
1062,1062,DEM Commissioner South Versailles (Vote For 2),Write-in,DEM,30,100,216,74,1,1,0,0
1063,1063,DEM Mayor Springdale Borough (Vote For 1),Write-in,DEM,137,100,2184,708,4,4,0,0
1064,1064,DEM Member of Council Springdale Borough (Vote For 3),Write-in,DEM,138,100,2184,708,4,4,0,0
1065,1065,DEM Commissioner Springdale Township (Vote For 3),Mariana Burns,DEM,168,51.22,1141,406,1,1,0,0
1066,1066,DEM Commissioner Springdale Township (Vote For 3),Rick Schwartz,DEM,151,46.04,1141,406,1,1,0,0
1067,1067,DEM Commissioner Springdale Township (Vote For 3),Write-in,DEM,9,2.74,1141,406,1,1,0,0
1068,1068,DEM Tax Collector Stowe (Vote For 1),Write-in,DEM,165,100,3972,865,11,11,0,0
1069,1069,DEM Commissioner Stowe (Vote For 3),Cheryl McDermott,DEM,433,25.79,3972,865,11,11,0,0
1070,1070,DEM Commissioner Stowe (Vote For 3),Tyler Kochirka,DEM,292,17.39,3972,865,11,11,0,0
1071,1071,DEM Commissioner Stowe (Vote For 3),Jeffrey Paul,DEM,268,15.96,3972,865,11,11,0,0
1072,1072,DEM Commissioner Stowe (Vote For 3),Kelly Cropper Hall,DEM,247,14.71,3972,865,11,11,0,0
1073,1073,DEM Commissioner Stowe (Vote For 3),David M. Rugh,DEM,227,13.52,3972,865,11,11,0,0
1074,1074,DEM Commissioner Stowe (Vote For 3),Peter Fabiano,DEM,185,11.02,3972,865,11,11,0,0
1075,1075,DEM Commissioner Stowe (Vote For 3),Write-in,DEM,27,1.61,3972,865,11,11,0,0
1076,1076,DEM Member of Council Swissvale (Vote For 3),Brittany Swartzwelder,DEM,1068,30.09,6668,1808,11,11,0,0
1077,1077,DEM Member of Council Swissvale (Vote For 3),Christopher B. Ansell,DEM,885,24.94,6668,1808,11,11,0,0
1078,1078,DEM Member of Council Swissvale (Vote For 3),Kevin Hanes,DEM,731,20.6,6668,1808,11,11,0,0
1079,1079,DEM Member of Council Swissvale (Vote For 3),Frank Berry,DEM,295,8.31,6668,1808,11,11,0,0
1080,1080,DEM Member of Council Swissvale (Vote For 3),Jeremy Brake-Zacherl,DEM,281,7.92,6668,1808,11,11,0,0
1081,1081,DEM Member of Council Swissvale (Vote For 3),David J. Miller,DEM,239,6.73,6668,1808,11,11,0,0
1082,1082,DEM Member of Council Swissvale (Vote For 3),Write-in,DEM,50,1.41,6668,1808,11,11,0,0
1083,1083,DEM Member of Council At-Large Tarentum (Vote For 1),Scott Dadowski,DEM,251,92.96,2424,461,5,5,0,0
1084,1084,DEM Member of Council At-Large Tarentum (Vote For 1),Write-in,DEM,19,7.04,2424,461,5,5,0,0
1085,1085,DEM Member of Council Tarentum Ward 1 (Vote For 1),Write-in,DEM,23,100,1076,212,2,2,0,0
1086,1086,DEM Member of Council Tarentum Ward 2 (4 Year Term) (Vote For 1),Scott Dadowski,DEM,68,98.55,508,105,1,1,0,0
1087,1087,DEM Member of Council Tarentum Ward 2 (4 Year Term) (Vote For 1),Write-in,DEM,1,1.45,508,105,1,1,0,0
1088,1088,DEM Member of Council Tarentum Ward 2 (2 Year Term) (Vote For 1),Kevin Bertocki,DEM,63,98.44,508,105,1,1,0,0
1089,1089,DEM Member of Council Tarentum Ward 2 (2 Year Term) (Vote For 1),Write-in,DEM,1,1.56,508,105,1,1,0,0
1090,1090,DEM Member of Council Tarentum Ward 3 (Vote For 1),Write-in,DEM,25,100,840,144,2,2,0,0
1091,1091,DEM Tax Collector Thornburg (Vote For 1),Write-in,DEM,11,100,392,146,1,1,0,0
1092,1092,DEM Member of Council Thornburg (Vote For 3),Mary Ditmore,DEM,90,73.77,392,146,1,1,0,0
1093,1093,DEM Member of Council Thornburg (Vote For 3),Write-in,DEM,32,26.23,392,146,1,1,0,0
1094,1094,DEM Member of Council Trafford (Vote For 4),"Casey L. Shoub, Sr.",DEM,7,58.33,54,10,1,1,0,0
1095,1095,DEM Member of Council Trafford (Vote For 4),Steven Pereovich,DEM,5,41.67,54,10,1,1,0,0
1096,1096,DEM Member of Council Trafford (Vote For 4),Write-in,DEM,0,0,54,10,1,1,0,0
1097,1097,DEM Member of Council Turtle Creek Ward 1 (Vote For 2),Write-in,DEM,41,100,1198,234,2,2,0,0
1098,1098,DEM Member of Council Turtle Creek Ward 2 (Vote For 2),Jill E. Henkel,DEM,94,55.29,947,170,2,2,0,0
1099,1099,DEM Member of Council Turtle Creek Ward 2 (Vote For 2),Nick Bianchi,DEM,67,39.41,947,170,2,2,0,0
1100,1100,DEM Member of Council Turtle Creek Ward 2 (Vote For 2),Write-in,DEM,9,5.29,947,170,2,2,0,0
1101,1101,DEM Member of Council Turtle Creek Ward 3 (Vote For 1),"Max E. Spencer, Jr.",DEM,132,98.51,971,189,2,2,0,0
1102,1102,DEM Member of Council Turtle Creek Ward 3 (Vote For 1),Write-in,DEM,2,1.49,971,189,2,2,0,0
1103,1103,DEM Commissioner At-Large Upper St Clair (Vote For 1),Samantha Rapuk,DEM,2078,98.86,16024,4593,18,18,0,0
1104,1104,DEM Commissioner At-Large Upper St Clair (Vote For 1),Write-in,DEM,24,1.14,16024,4593,18,18,0,0
1105,1105,DEM Commissioner Upper St Clair Ward 1 (Vote For 1),Thomas R. Garvey,DEM,476,99.79,3433,1015,4,4,0,0
1106,1106,DEM Commissioner Upper St Clair Ward 1 (Vote For 1),Write-in,DEM,1,0.21,3433,1015,4,4,0,0
1107,1107,DEM Commissioner Upper St Clair Ward 3 (Vote For 1),Casandra Hrvatin,DEM,409,99.03,2967,886,3,3,0,0
1108,1108,DEM Commissioner Upper St Clair Ward 3 (Vote For 1),Write-in,DEM,4,0.97,2967,886,3,3,0,0
1109,1109,DEM Commissioner Upper St Clair Ward 3 (Vote For 1),Samuel N. Guarino,DEM,383,97.7,2986,815,3,3,0,0
1110,1110,DEM Commissioner Upper St Clair Ward 3 (Vote For 1),Write-in,DEM,9,2.3,2986,815,3,3,0,0
1111,1111,DEM Member of Council Verona (Vote For 3),Sylvia K. Provenza,DEM,209,34.21,1613,423,3,3,0,0
1112,1112,DEM Member of Council Verona (Vote For 3),Nancy A. Carpenter,DEM,203,33.22,1613,423,3,3,0,0
1113,1113,DEM Member of Council Verona (Vote For 3),Timothy W. Long,DEM,168,27.5,1613,423,3,3,0,0
1114,1114,DEM Member of Council Verona (Vote For 3),Write-in,DEM,31,5.07,1613,423,3,3,0,0
1115,1115,DEM Member of Council Verona (Vote For 1),Nancy A. Carpenter,DEM,238,92.25,1613,423,3,3,0,0
1116,1116,DEM Member of Council Verona (Vote For 1),Write-in,DEM,20,7.75,1613,423,3,3,0,0
1117,1117,DEM Member of Council Versailles (Vote For 3),Write-in,DEM,90,100,949,211,2,2,0,0
1118,1118,DEM Member of Council Wall (Vote For 2),Write-in,DEM,8,100,290,63,1,1,0,0
1119,1119,DEM Auditor West Deer (Vote For 1),Write-in,DEM,69,100,8576,2372,8,8,0,0
1120,1120,DEM Supervisor West Deer Supervisor 1 (Vote For 1),Write-in,DEM,38,100,2069,528,2,2,0,0
1121,1121,DEM Supervisor West Deer Supervisor 3 (Vote For 1),Joey Lynn Resciniti,DEM,280,86.69,2511,705,2,2,0,0
1122,1122,DEM Supervisor West Deer Supervisor 3 (Vote For 1),Write-in,DEM,43,13.31,2511,705,2,2,0,0
1123,1123,DEM Supervisor West Deer Supervisor 4 (Vote For 1),Write-in,DEM,152,100,2342,780,2,2,0,0
1124,1124,DEM Auditor West Elizabeth (Vote For 1),Write-in,DEM,3,100,236,47,1,1,0,0
1125,1125,DEM Auditor West Elizabeth (Vote For 1),Write-in,DEM,2,100,236,47,1,1,0,0
1126,1126,DEM Member of Council West Elizabeth (Vote For 3),Write-in,DEM,26,100,236,47,1,1,0,0
1127,1127,DEM Member of Council West Homestead (Vote For 3),Write-in,DEM,565,100,1350,491,3,3,0,0
1128,1128,DEM Member of Council West Mifflin (Vote For 3),Robert J. Kostelnik,DEM,1941,30.45,13573,3915,21,21,0,0
1129,1129,DEM Member of Council West Mifflin (Vote For 3),Anthony E.  Topolnak,DEM,1692,26.54,13573,3915,21,21,0,0
1130,1130,DEM Member of Council West Mifflin (Vote For 3),Michael G. Moses,DEM,1601,25.11,13573,3915,21,21,0,0
1131,1131,DEM Member of Council West Mifflin (Vote For 3),Eddie Kellar,DEM,1085,17.02,13573,3915,21,21,0,0
1132,1132,DEM Member of Council West Mifflin (Vote For 3),Write-in,DEM,56,0.88,13573,3915,21,21,0,0
1133,1133,DEM Member of Council West View (Vote For 3),M. Kimberly Steele,DEM,686,37.94,4578,1222,7,7,0,0
1134,1134,DEM Member of Council West View (Vote For 3),Donald E. Mikec,DEM,563,31.14,4578,1222,7,7,0,0
1135,1135,DEM Member of Council West View (Vote For 3),Scott V. Miller,DEM,537,29.7,4578,1222,7,7,0,0
1136,1136,DEM Member of Council West View (Vote For 3),Write-in,DEM,22,1.22,4578,1222,7,7,0,0
1137,1137,DEM Member of Council West View (Vote For 1),Eugene Borio,DEM,715,97.68,4578,1222,7,7,0,0
1138,1138,DEM Member of Council West View (Vote For 1),Write-in,DEM,17,2.32,4578,1222,7,7,0,0
1139,1139,DEM Member of Council Whitaker (Vote For 3),Christopher Prilla,DEM,114,35.08,742,206,2,2,0,0
1140,1140,DEM Member of Council Whitaker (Vote For 3),Richard C. Lassige,DEM,102,31.38,742,206,2,2,0,0
1141,1141,DEM Member of Council Whitaker (Vote For 3),"Thomas A. Shimpeno, Jr.",DEM,99,30.46,742,206,2,2,0,0
1142,1142,DEM Member of Council Whitaker (Vote For 3),Write-in,DEM,10,3.08,742,206,2,2,0,0
1143,1143,DEM Member of Council Whitaker (Vote For 1),Daniel A. Urban,DEM,140,97.9,742,206,2,2,0,0
1144,1144,DEM Member of Council Whitaker (Vote For 1),Write-in,DEM,3,2.1,742,206,2,2,0,0
1145,1145,DEM Member of Council Whitehall (Vote For 3),Lacey Thomas,DEM,1270,24.2,10539,3273,16,16,0,0
1146,1146,DEM Member of Council Whitehall (Vote For 3),Beth Lynn  Eicher,DEM,1211,23.08,10539,3273,16,16,0,0
1147,1147,DEM Member of Council Whitehall (Vote For 3),Tristan  Lucchetti,DEM,991,18.89,10539,3273,16,16,0,0
1148,1148,DEM Member of Council Whitehall (Vote For 3),Glenn Nagy,DEM,951,18.12,10539,3273,16,16,0,0
1149,1149,DEM Member of Council Whitehall (Vote For 3),Philip J. Lahr,DEM,703,13.4,10539,3273,16,16,0,0
1150,1150,DEM Member of Council Whitehall (Vote For 3),Write-in,DEM,121,2.31,10539,3273,16,16,0,0
1151,1151,DEM Member of Council White Oak (Vote For 3),George C. Pambacas,DEM,780,38.75,5599,1649,7,7,0,0
1152,1152,DEM Member of Council White Oak (Vote For 3),Amanda Leckman DePaulis,DEM,711,35.32,5599,1649,7,7,0,0
1153,1153,DEM Member of Council White Oak (Vote For 3),Brian D. Dinkfelt,DEM,508,25.24,5599,1649,7,7,0,0
1154,1154,DEM Member of Council White Oak (Vote For 3),Write-in,DEM,14,0.7,5599,1649,7,7,0,0
1155,1155,DEM Commissioner At-Large Wilkins (Vote For 2),Michael Boyd,DEM,724,52.81,4815,1345,7,7,0,0
1156,1156,DEM Commissioner At-Large Wilkins (Vote For 2),Mark E. Wells,DEM,640,46.68,4815,1345,7,7,0,0
1157,1157,DEM Commissioner At-Large Wilkins (Vote For 2),Write-in,DEM,7,0.51,4815,1345,7,7,0,0
1158,1158,DEM Commissioner Wilkins Ward 1 (Vote For 1),Brittney Pepper,DEM,642,99.38,3296,944,5,5,0,0
1159,1159,DEM Commissioner Wilkins Ward 1 (Vote For 1),Write-in,DEM,4,0.62,3296,944,5,5,0,0
1160,1160,DEM Member of Council Wilkinsburg Ward 1 (Vote For 2),Linda A.  Atkins,DEM,405,29.98,3947,852,6,6,0,0
1161,1161,DEM Member of Council Wilkinsburg Ward 1 (Vote For 2),Renee Haynes-Johnson,DEM,345,25.54,3947,852,6,6,0,0
1162,1162,DEM Member of Council Wilkinsburg Ward 1 (Vote For 2),Monica Garcia,DEM,298,22.06,3947,852,6,6,0,0
1163,1163,DEM Member of Council Wilkinsburg Ward 1 (Vote For 2),Michael Rose,DEM,233,17.25,3947,852,6,6,0,0
1164,1164,DEM Member of Council Wilkinsburg Ward 1 (Vote For 2),James T. Hayden,DEM,68,5.03,3947,852,6,6,0,0
1165,1165,DEM Member of Council Wilkinsburg Ward 1 (Vote For 2),Write-in,DEM,2,0.15,3947,852,6,6,0,0
1166,1166,DEM Member of Council Wilkinsburg Ward 2 (Vote For 1),Moses Workman,DEM,324,52.6,3628,749,5,5,0,0
1167,1167,DEM Member of Council Wilkinsburg Ward 2 (Vote For 1),Sharmaine Gamble,DEM,183,29.71,3628,749,5,5,0,0
1168,1168,DEM Member of Council Wilkinsburg Ward 2 (Vote For 1),Jacquet Kehm,DEM,103,16.72,3628,749,5,5,0,0
1169,1169,DEM Member of Council Wilkinsburg Ward 2 (Vote For 1),Write-in,DEM,6,0.97,3628,749,5,5,0,0
1170,1170,DEM Member of Council Wilkinsburg Ward 3 (Vote For 1),NaTisha Washington,DEM,723,97.57,4489,1056,6,6,0,0
1171,1171,DEM Member of Council Wilkinsburg Ward 3 (Vote For 1),Write-in,DEM,18,2.43,4489,1056,6,6,0,0
1172,1172,DEM Member of Council Wilmerding (Vote For 4),Joseph Hartzell,DEM,102,43.4,1090,171,2,2,0,0
1173,1173,DEM Member of Council Wilmerding (Vote For 4),Leahmanda Barnes,DEM,77,32.77,1090,171,2,2,0,0
1174,1174,DEM Member of Council Wilmerding (Vote For 4),Write-in,DEM,56,23.83,1090,171,2,2,0,0
1175,1175,REP Justice of the Supreme Court (Vote For 1),Patricia A. McCullough,REP,32325,58.65,896293,235061,1324,1324,0,0
1176,1176,REP Justice of the Supreme Court (Vote For 1),Carolyn Carluccio,REP,22441,40.72,896293,235061,1324,1324,0,0
1177,1177,REP Justice of the Supreme Court (Vote For 1),Write-in,REP,351,0.64,896293,235061,1324,1324,0,0
1178,1178,REP Judge of the Superior Court (Vote For 2),"Harry F. Smail, Jr.",REP,39102,51.81,896293,235061,1324,1324,0,0
1179,1179,REP Judge of the Superior Court (Vote For 2),Maria Battista,REP,35541,47.09,896293,235061,1324,1324,0,0
1180,1180,REP Judge of the Superior Court (Vote For 2),Write-in,REP,834,1.1,896293,235061,1324,1324,0,0
1181,1181,REP Judge of the Commonwealth Court (Vote For 1),Megan Martin,REP,32670,66.29,896293,235061,1324,1324,0,0
1182,1182,REP Judge of the Commonwealth Court (Vote For 1),Josh Prince,REP,16119,32.71,896293,235061,1324,1324,0,0
1183,1183,REP Judge of the Commonwealth Court (Vote For 1),Write-in,REP,491,1,896293,235061,1324,1324,0,0
1184,1184,REP Judge of the Court of Common Pleas (Vote For 1),Anthony DeLuca,REP,28786,58.03,896293,235061,1324,1324,0,0
1185,1185,REP Judge of the Court of Common Pleas (Vote For 1),Patrick A. Sweeney,REP,12701,25.6,896293,235061,1324,1324,0,0
1186,1186,REP Judge of the Court of Common Pleas (Vote For 1),Andy Szefi,REP,7753,15.63,896293,235061,1324,1324,0,0
1187,1187,REP Judge of the Court of Common Pleas (Vote For 1),Write-in,REP,368,0.74,896293,235061,1324,1324,0,0
1188,1188,REP County Chief Executive (Vote For 1),Joseph E. Rockey,REP,44983,94.47,896293,235061,1324,1324,0,0
1189,1189,REP County Chief Executive (Vote For 1),Write-in,REP,2634,5.53,896293,235061,1324,1324,0,0
1190,1190,REP County Treasurer (Vote For 1),Write-in,REP,13755,100,896293,235061,1324,1324,0,0
1191,1191,REP District Attorney (Vote For 1),Write-in,REP,11857,100,896293,235061,1324,1324,0,0
1192,1192,REP County Controller (Vote For 1),Write-in,REP,13306,100,896293,235061,1324,1324,0,0
1193,1193,REP County Council At-Large (Vote For 1),Sam DeMarco,REP,45170,97.9,896293,235061,1324,1324,0,0
1194,1194,REP County Council At-Large (Vote For 1),Write-in,REP,968,2.1,896293,235061,1324,1324,0,0
1195,1195,REP County Council by District 2 (Vote For 1),Suzanne Filiaggi,REP,6802,99.11,71301,19711,67,67,0,0
1196,1196,REP County Council by District 2 (Vote For 1),Write-in,REP,61,0.89,71301,19711,67,67,0,0
1197,1197,REP County Council by District 5 (Vote For 1),Mike Embrescia,REP,5637,98.55,73310,22377,94,94,0,0
1198,1198,REP County Council by District 5 (Vote For 1),Write-in,REP,83,1.45,73310,22377,94,94,0,0
1199,1199,REP County Council by District 6 (Vote For 1),Write-in,REP,1183,100,67370,17240,98,98,0,0
1200,1200,REP County Council by District 7 (Vote For 1),Write-in,REP,242,100,66652,18343,106,106,0,0
1201,1201,REP County Council by District 10 (Vote For 1),Write-in,REP,87,100,73159,16280,138,138,0,0
1202,1202,REP County Council by District 11 (Vote For 1),Write-in,REP,349,100,71626,18830,117,117,0,0
1203,1203,REP County Council by District 13 (Vote For 1),Write-in,REP,215,100,71093,16871,121,121,0,0
1204,1204,REP Pittsburgh Controller (Vote For 1),Write-in,REP,475,100,222236,53070,402,402,0,0
1205,1205,REP Pittsburgh City Council District 1 (Vote For 1),Write-in,REP,80,100,24224,5652,37,37,0,0
1206,1206,REP Pittsburgh City Council District 3 (Vote For 1),Write-in,REP,42,100,25338,3828,42,42,0,0
1207,1207,REP Pittsburgh City Council District 5 (Vote For 1),Write-in,REP,64,100,24942,7898,46,46,0,0
1208,1208,REP Pittsburgh City Council District 7 (Vote For 1),Write-in,REP,46,100,27797,8692,45,45,0,0
1209,1209,REP Pittsburgh City Council District 9 (Vote For 1),Write-in,REP,32,100,26701,7176,64,64,0,0
1210,1210,REP Pittsburgh Schools District 2 (Vote For 1),Ron Sofo,REP,225,60.16,28905,8789,48,48,0,0
1211,1211,REP Pittsburgh Schools District 2 (Vote For 1),Devon Taliaferro,REP,141,37.7,28905,8789,48,48,0,0
1212,1212,REP Pittsburgh Schools District 2 (Vote For 1),Write-in,REP,8,2.14,28905,8789,48,48,0,0
1213,1213,REP Pittsburgh Schools District 4 (Vote For 1),Yael Silk,REP,214,95.11,27366,6826,35,35,0,0
1214,1214,REP Pittsburgh Schools District 4 (Vote For 1),Write-in,REP,11,4.89,27366,6826,35,35,0,0
1215,1215,REP Pittsburgh Schools District 6 (Vote For 1),Write-in,REP,65,100,25001,6307,49,49,0,0
1216,1216,REP Pittsburgh Schools District 8 (Vote For 1),Write-in,REP,29,100,23668,4221,44,44,0,0
1217,1217,REP Magisterial District Judge District 05-02-01 (Vote For 1),Tara Smith,REP,975,97.7,18575,4633,21,21,0,0
1218,1218,REP Magisterial District Judge District 05-02-01 (Vote For 1),Write-in,REP,23,2.3,18575,4633,21,21,0,0
1219,1219,REP Magisterial District Judge District 05-02-03 (Vote For 1),"Daniel J. Konieczka, Jr.",REP,1851,99.04,27766,7763,46,46,0,0
1220,1220,REP Magisterial District Judge District 05-02-03 (Vote For 1),Write-in,REP,18,0.96,27766,7763,46,46,0,0
1221,1221,REP Magisterial District Judge District 05-02-05 (Vote For 1),Carolyn Saldari Bengel,REP,825,61.66,13191,3706,23,23,0,0
1222,1222,REP Magisterial District Judge District 05-02-05 (Vote For 1),Thomas A. Babinsack,REP,513,38.34,13191,3706,23,23,0,0
1223,1223,REP Magisterial District Judge District 05-02-05 (Vote For 1),Write-in,REP,0,0,13191,3706,23,23,0,0
1224,1224,REP Magisterial District Judge District 05-02-07 (Vote For 1),Jeffrey L. Herbst,REP,1222,93.21,22183,5654,28,28,0,0
1225,1225,REP Magisterial District Judge District 05-02-07 (Vote For 1),Write-in,REP,89,6.79,22183,5654,28,28,0,0
1226,1226,REP Magisterial District Judge District 05-02-08 (Vote For 1),Lisa Caulfield,REP,519,96.11,16549,5171,26,26,0,0
1227,1227,REP Magisterial District Judge District 05-02-08 (Vote For 1),Write-in,REP,21,3.89,16549,5171,26,26,0,0
1228,1228,REP Magisterial District Judge District 05-02-10 (Vote For 1),Write-in,REP,36,100,14773,3675,20,20,0,0
1229,1229,REP Magisterial District Judge District 05-02-12 (Vote For 1),Matthew J. Brungo,REP,2809,70.28,41155,10781,37,37,0,0
1230,1230,REP Magisterial District Judge District 05-02-12 (Vote For 1),Eric Fischer,REP,1161,29.05,41155,10781,37,37,0,0
1231,1231,REP Magisterial District Judge District 05-02-12 (Vote For 1),Write-in,REP,27,0.68,41155,10781,37,37,0,0
1232,1232,REP Magisterial District Judge District 05-02-15 (Vote For 1),Patrick D. Campbell,REP,428,98.62,11084,2982,21,21,0,0
1233,1233,REP Magisterial District Judge District 05-02-15 (Vote For 1),Write-in,REP,6,1.38,11084,2982,21,21,0,0
1234,1234,REP Magisterial District Judge District 05-02-16 (Vote For 1),Michael W. Thatcher,REP,2118,99.2,24762,6596,32,32,0,0
1235,1235,REP Magisterial District Judge District 05-02-16 (Vote For 1),Write-in,REP,17,0.8,24762,6596,32,32,0,0
1236,1236,REP Magisterial District Judge District 05-02-23 (Vote For 1),Jack  Kobistek,REP,589,98.66,13308,3129,20,20,0,0
1237,1237,REP Magisterial District Judge District 05-02-23 (Vote For 1),Write-in,REP,8,1.34,13308,3129,20,20,0,0
1238,1238,REP Magisterial District Judge District 05-02-27 (Vote For 1),Write-in,REP,49,100,25460,3525,38,38,0,0
