Precinct,"Registered
Voters",Voters Cast,,% Turnout,,,,,,,,,,,,,,,,,,,,,,,
Mayor (4 Year Term) Nesquehoning Boro (Vote for  1)   **** - Insufficient Turnout to Protect Voter Privacy,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precinct,Times Cast,Registered Voters,,,,,,,,Precinct,,,,THOMAS KATTNER (DEM/REP),,,,Total Votes,,,Louis Paul Qualified Write In,,,,,,
CARBON COUNTY,,,,,,,,,,CARBON COUNTY,,,,,,,,,,,,,,,,,
Carbon County,,,,,,,,,,Carbon County,,,,,,,,,,,,,,,,,
Nesquehoning Borough - East,363,957,,,,,,,,Nesquehoning Borough - East,,,,277,,95.85%,,289,,,1,,,0.35%,,,
Nesquehoning Borough - West,409,"1,119",,,,,,,,Nesquehoning Borough - West,,,,327,,98.20%,,333,,,0,,,0.00%,,,
Carbon County - Total,772,"2,076",,,,,,,,Carbon County - Total,,,,604,,97.11%,,622,,,1,,,0.16%,,,
Cumulative,,,,,,,,,,Cumulative,,,,,,,,,,,,,,,,,
Cumulative,0,0,,,,,,,,Cumulative,,,,0,,,,0,,,0,,,,,,
Cumulative - Total,0,0,,,,,,,,Cumulative - Total,,,,0,,,,0,,,0,,,,,,
CARBON COUNTY - Total,772,"2,076",,,,,,,,CARBON COUNTY - Total,,,,604,,97.11%,,622,,,1,,,0.16%,,,
Precinct,"MARCO D'ANCONA
Qualified Write In",,"PAT CIUFO
Qualified Write In",,,,"JAKE SMITH
Qualified Write In",,,"REGINA D'ANCONA
Qualified Write In",,,"SEAN SMITH
Qualified Write In",,,,"ADAM NEVENGLOSKY
Qualified Write In",,,,,"SIENNA RICKERT
Qualified Write In",,,,,
CARBON COUNTY,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbon County,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nesquehoning Borough - East,1,0.35%,1,,0.35%,,1,,0.35%,1,,0.35%,2,,0.69%,,3,,,1.04%,,1,,,0.35%,,
Nesquehoning Borough - West,0,0.00%,0,,0.00%,,0,,0.00%,0,,0.00%,0,,0.00%,,1,,,0.30%,,0,,,0.00%,,
Carbon County - Total,1,0.16%,1,,0.16%,,1,,0.16%,1,,0.16%,2,,0.32%,,4,,,0.64%,,1,,,0.16%,,
Cumulative,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumulative,0,,0,,,,0,,,0,,,0,,,,0,,,,,0,,,,,
Cumulative - Total,0,,0,,,,0,,,0,,,0,,,,0,,,,,0,,,,,
CARBON COUNTY - Total,1,0.16%,1,,0.16%,,1,,0.16%,1,,0.16%,2,,0.32%,,4,,,0.64%,,1,,,0.16%,,
Precinct,"ROB SCOTT
Qualified Write In",,"MARK KATTNER
Qualified Write In",,,,"GEORGE SABOL
Qualified Write In",,,"SHAWN KENNEDY
Qualified Write In",,,"TONY DEMARCO
Qualified Write In",,,,Unresolved Write-In,,,,,,,,,,
CARBON COUNTY,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbon County,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nesquehoning Borough - East,0,0.00%,0,,0.00%,,0,,0.00%,0,,0.00%,1,,0.35%,,0,,,,,,,,,,
Nesquehoning Borough - West,1,0.30%,1,,0.30%,,2,,0.60%,1,,0.30%,0,,0.00%,,0,,,,,,,,,,
Carbon County - Total,1,0.16%,1,,0.16%,,2,,0.32%,1,,0.16%,1,,0.16%,,0,,,,,,,,,,
Cumulative,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumulative,0,,0,,,,0,,,0,,,0,,,,0,,,,,,,,,,
Cumulative - Total,0,,0,,,,0,,,0,,,0,,,,0,,,,,,,,,,
CARBON COUNTY - Total,1,0.16%,1,,0.16%,,2,,0.32%,1,,0.16%,1,,0.16%,,0,,,,,,,,,,
Council (4 Year Term) Nesquehoning Boro (Vote for  3)   **** - Insufficient Turnout to Protect Voter Privacy,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precinct,Times Cast,Registered Voters,,,,,,,,Precinct,,,,MARY A FOX (DEM),,,,JOSHUA J JACOBS (DEM/REP),,,,,,,,,
CARBON COUNTY,,,,,,,,,,CARBON COUNTY,,,,,,,,,,,,,,,,,
Carbon County,,,,,,,,,,Carbon County,,,,,,,,,,,,,,,,,
Nesquehoning Borough - East,363,957,,,,,,,,Nesquehoning Borough - East,,,,175,,20.47%,,162,,,18.95%,,,,,,
Nesquehoning Borough - West,409,"1,119",,,,,,,,Nesquehoning Borough - West,,,,232,,23.67%,,177,,,18.06%,,,,,,
Carbon County - Total,772,"2,076",,,,,,,,Carbon County - Total,,,,407,,22.18%,,339,,,18.47%,,,,,,
Cumulative,,,,,,,,,,Cumulative,,,,,,,,,,,,,,,,,
Cumulative,0,0,,,,,,,,Cumulative,,,,0,,,,0,,,,,,,,,
Cumulative - Total,0,0,,,,,,,,Cumulative - Total,,,,0,,,,0,,,,,,,,,
CARBON COUNTY - Total,772,"2,076",,,,,,,,CARBON COUNTY - Total,,,,407,,22.18%,,339,,,18.47%,,,,,,
Precinct,LISA SHUBECK (DEM/REP),,WILLIAM BAMFORD (REP),,,,DAVID HAWK (IND),,,Total Votes,,"GEORGE SABOL
Qualified Write In",,,"PAT CIUFO
Qualified Write In",,,,,"JESSICA AUNGST
Qualified Write In",,,,,,,
CARBON COUNTY,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbon County,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nesquehoning Borough - East,213,24.91%,151,,17.66%,,135,,15.79%,855,,13,,1.52%,1,,,0.12%,,1,,,0.12%,,,,
Nesquehoning Borough - West,258,26.33%,183,,18.67%,,121,,12.35%,980,,5,,0.51%,0,,,0.00%,,0,,,0.00%,,,,
Carbon County - Total,471,25.67%,334,,18.20%,,256,,13.95%,"1,835",,18,,0.98%,1,,,0.05%,,1,,,0.05%,,,,
Cumulative,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumulative,0,,0,,,,0,,,0,,0,,,0,,,,,0,,,,,,,
Cumulative - Total,0,,0,,,,0,,,0,,0,,,0,,,,,0,,,,,,,
CARBON COUNTY - Total,471,25.67%,334,,18.20%,,256,,13.95%,"1,835",,18,,0.98%,1,,,0.05%,,1,,,0.05%,,,,
Precinct,"LISA SCHUBEK
Qualified Write In",,"ORLANDO NIEVES
Qualified Write In",,,,"ABBY GUARDINI
Qualified Write In",,,"JOHN MCARDLE
Qualified Write In",,,"TERANCE SNYDER
Qualified Write In",,,,"PETER VAS DIAS
Qualified Write In",,,,,"TONY DEMARCO
Qualified Write In",,,,,
CARBON COUNTY,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbon County,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nesquehoning Borough - East,1,0.12%,1,,0.12%,,1,,0.12%,0,,0.00%,0,,0.00%,,0,,,0.00%,,1,,,0.12%,,
Nesquehoning Borough - West,0,0.00%,0,,0.00%,,0,,0.00%,1,,0.10%,1,,0.10%,,1,,,0.10%,,0,,,0.00%,,
Carbon County - Total,1,0.05%,1,,0.05%,,1,,0.05%,1,,0.05%,1,,0.05%,,1,,,0.05%,,1,,,0.05%,,
Cumulative,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumulative,0,,0,,,,0,,,0,,,0,,,,0,,,,,0,,,,,
Cumulative - Total,0,,0,,,,0,,,0,,,0,,,,0,,,,,0,,,,,
CARBON COUNTY - Total,1,0.05%,1,,0.05%,,1,,0.05%,1,,0.05%,1,,0.05%,,1,,,0.05%,,1,,,0.05%,,
Precinct,"AVRIL GUARDIANI
Qualified Write In",,Unresolved Write-In,,,,,,,,,,,,,,,,,,,,,,,,
CARBON COUNTY,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbon County,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nesquehoning Borough - East,0,0.00%,0,,,,,,,,,,,,,,,,,,,,,,,,
Nesquehoning Borough - West,1,0.10%,0,,,,,,,,,,,,,,,,,,,,,,,,
Carbon County - Total,1,0.05%,0,,,,,,,,,,,,,,,,,,,,,,,,
Cumulative,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumulative,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
Cumulative - Total,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
CARBON COUNTY - Total,1,0.05%,0,,,,,,,,,,,,,,,,,,,,,,,,
Tax Collector (4 Year Term) Nesquehoning Boro (Vote for  1)   **** - Insufficient Turnout to Protect Voter Privacy,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precinct,Times Cast,Registered Voters,,,,,,,,Precinct,,,,PATRICIA R VITO (DEM/REP),,,,Total Votes,,,"KAREN SWEENEY
Qualified Write In",,,,,,
CARBON COUNTY,,,,,,,,,,CARBON COUNTY,,,,,,,,,,,,,,,,,
Carbon County,,,,,,,,,,Carbon County,,,,,,,,,,,,,,,,,
Nesquehoning Borough - East,363,957,,,,,,,,Nesquehoning Borough - East,,,,311,,98.42%,,316,,,3,,,0.95%,,,
Nesquehoning Borough - West,409,"1,119",,,,,,,,Nesquehoning Borough - West,,,,359,,99.72%,,360,,,0,,,0.00%,,,
Carbon County - Total,772,"2,076",,,,,,,,Carbon County - Total,,,,670,,99.11%,,676,,,3,,,0.44%,,,
Cumulative,,,,,,,,,,Cumulative,,,,,,,,,,,,,,,,,
Cumulative,0,0,,,,,,,,Cumulative,,,,0,,,,0,,,0,,,,,,
Cumulative - Total,0,0,,,,,,,,Cumulative - Total,,,,0,,,,0,,,0,,,,,,
CARBON COUNTY - Total,772,"2,076",,,,,,,,CARBON COUNTY - Total,,,,670,,99.11%,,676,,,3,,,0.44%,,,
Precinct,"JANE SMITH
Qualified Write In",,"DANIELLE JONES
Qualified Write In",,,,"KATHY REAMAN
Qualified Write In",,,Unresolved Write-In,,,,,,,,,,,,,,,,,
CARBON COUNTY,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbon County,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nesquehoning Borough - East,1,0.32%,1,,0.32%,,0,,0.00%,0,,,,,,,,,,,,,,,,,
Nesquehoning Borough - West,0,0.00%,0,,0.00%,,1,,0.28%,0,,,,,,,,,,,,,,,,,
Carbon County - Total,1,0.15%,1,,0.15%,,1,,0.15%,0,,,,,,,,,,,,,,,,,
Cumulative,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumulative,0,,0,,,,0,,,0,,,,,,,,,,,,,,,,,
Cumulative - Total,0,,0,,,,0,,,0,,,,,,,,,,,,,,,,,
CARBON COUNTY - Total,1,0.15%,1,,0.15%,,1,,0.15%,0,,,,,,,,,,,,,,,,,
Judge of Elections (4 Year Term) Nesquehoning Borough - East (Vote for  1)   **** - Insufficient Turnout to Protect Voter Privacy,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precinct,Times Cast,Registered Voters,,,,,,,,Precinct,,,,Total Votes,,"SHAWN SMITH
Qualified Write In",,,,,"BARBARA HADNAGY
Qualified Write In",,,,,,
CARBON COUNTY,,,,,,,,,,CARBON COUNTY,,,,,,,,,,,,,,,,,
Carbon County,,,,,,,,,,Carbon County,,,,,,,,,,,,,,,,,
Nesquehoning Borough - East,363,957,,,,,,,,Nesquehoning Borough - East,,,,22,,1,,,4.55%,,12,,,54.55%,,,
Carbon County - Total,363,957,,,,,,,,Carbon County - Total,,,,22,,1,,,4.55%,,12,,,54.55%,,,
Cumulative,,,,,,,,,,Cumulative,,,,,,,,,,,,,,,,,
Cumulative,0,0,,,,,,,,Cumulative,,,,0,,0,,,,,0,,,,,,
Cumulative - Total,0,0,,,,,,,,Cumulative - Total,,,,0,,0,,,,,0,,,,,,
CARBON COUNTY - Total,363,957,,,,,,,,CARBON COUNTY - Total,,,,22,,1,,,4.55%,,12,,,54.55%,,,
Precinct,"PAT CIUFO
Qualified Write In",,"LISA SHUBECK
Qualified Write In",,,,"LEE THIELING
Qualified Write In",,,"MARCO D'ANCONA
Qualified Write In",,,"WILBUR COX
Qualified Write In",,,,"BETH DOBSON
Qualified Write In",,,,,"NICHOLAS BUTRIE
Qualified Write In",,,,,
CARBON COUNTY,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbon County,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nesquehoning Borough - East,1,4.55%,2,,9.09%,,1,,4.55%,2,,9.09%,1,,4.55%,,1,,,4.55%,,1,,,4.55%,,
Carbon County - Total,1,4.55%,2,,9.09%,,1,,4.55%,2,,9.09%,1,,4.55%,,1,,,4.55%,,1,,,4.55%,,
Cumulative,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumulative,0,,0,,,,0,,,0,,,0,,,,0,,,,,0,,,,,
Cumulative - Total,0,,0,,,,0,,,0,,,0,,,,0,,,,,0,,,,,
CARBON COUNTY - Total,1,4.55%,2,,9.09%,,1,,4.55%,2,,9.09%,1,,4.55%,,1,,,4.55%,,1,,,4.55%,,
Precinct,Unresolved Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,
CARBON COUNTY,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbon County,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nesquehoning Borough - East,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbon County - Total,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumulative,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumulative,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumulative - Total,0,,,,,,,,,,,,,,,,,,,,,,,,,,
CARBON COUNTY - Total,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Inspector of Elections (4 Year Term) Nesquehoning Borough - East (Vote for  1)   **** - Insufficient Turnout to Protect Voter Privacy,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precinct,Times Cast,Registered Voters,,,,,,,,Precinct,,,,Total Votes,,"PAT CIUFO
Qualified Write In",,,,,"LISA SHUBECK
Qualified Write In",,,,,,
CARBON COUNTY,,,,,,,,,,CARBON COUNTY,,,,,,,,,,,,,,,,,
Carbon County,,,,,,,,,,Carbon County,,,,,,,,,,,,,,,,,
Nesquehoning Borough - East,363,957,,,,,,,,Nesquehoning Borough - East,,,,10,,1,,,10.00%,,2,,,20.00%,,,
Carbon County - Total,363,957,,,,,,,,Carbon County - Total,,,,10,,1,,,10.00%,,2,,,20.00%,,,
Cumulative,,,,,,,,,,Cumulative,,,,,,,,,,,,,,,,,
Cumulative,0,0,,,,,,,,Cumulative,,,,0,,0,,,,,0,,,,,,
Cumulative - Total,0,0,,,,,,,,Cumulative - Total,,,,0,,0,,,,,0,,,,,,
CARBON COUNTY - Total,363,957,,,,,,,,CARBON COUNTY - Total,,,,10,,1,,,10.00%,,2,,,20.00%,,,
Precinct,"LEE THIELING
Qualified Write In",,"DANIELLE JONES
Qualified Write In",,,,"ALEXANDER ROBERTS
Qualified Write In",,,"BARBARA EVANS
Qualified Write In",,,"VIRGINIA HOUSER
Qualified Write In",,,,"NICHOLAS BUTRIE
Qualified Write In",,,,,Unresolved Write-In,,,,,
CARBON COUNTY,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbon County,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nesquehoning Borough - East,1,10.00%,2,,20.00%,,1,,10.00%,1,,10.00%,1,,10.00%,,1,,,10.00%,,0,,,,,
Carbon County - Total,1,10.00%,2,,20.00%,,1,,10.00%,1,,10.00%,1,,10.00%,,1,,,10.00%,,0,,,,,
Cumulative,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumulative,0,,0,,,,0,,,0,,,0,,,,0,,,,,0,,,,,
Cumulative - Total,0,,0,,,,0,,,0,,,0,,,,0,,,,,0,,,,,
CARBON COUNTY - Total,1,10.00%,2,,20.00%,,1,,10.00%,1,,10.00%,1,,10.00%,,1,,,10.00%,,0,,,,,
Judge of Elections (4 Year Term) Nesquehoning Borough - West (Vote for  1)   **** - Insufficient Turnout to Protect Voter Privacy,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precinct,Times Cast,Registered Voters,,,,,,,,Precinct,,,,Total Votes,,"SCOTT ROBB
Qualified Write In",,,,,"FRANK SUSKO
Qualified Write In",,,,,,
CARBON COUNTY,,,,,,,,,,CARBON COUNTY,,,,,,,,,,,,,,,,,
Carbon County,,,,,,,,,,Carbon County,,,,,,,,,,,,,,,,,
Nesquehoning Borough - West,409,"1,119",,,,,,,,Nesquehoning Borough - West,,,,6,,2,,,33.33%,,1,,,16.67%,,,
Carbon County - Total,409,"1,119",,,,,,,,Carbon County - Total,,,,6,,2,,,33.33%,,1,,,16.67%,,,
Cumulative,,,,,,,,,,Cumulative,,,,,,,,,,,,,,,,,
Cumulative,0,0,,,,,,,,Cumulative,,,,0,,0,,,,,0,,,,,,
Cumulative - Total,0,0,,,,,,,,Cumulative - Total,,,,0,,0,,,,,0,,,,,,
CARBON COUNTY - Total,409,"1,119",,,,,,,,CARBON COUNTY - Total,,,,6,,2,,,33.33%,,1,,,16.67%,,,
Precinct,"MARK KATTNER
Qualified Write In",,"LISA SHUBECK
Qualified Write In",,,,"ED KENNEDY
Qualified Write In",,,Unresolved Write-In,,,,,,,,,,,,,,,,,
CARBON COUNTY,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbon County,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nesquehoning Borough - West,1,16.67%,1,,16.67%,,1,,16.67%,0,,,,,,,,,,,,,,,,,
Carbon County - Total,1,16.67%,1,,16.67%,,1,,16.67%,0,,,,,,,,,,,,,,,,,
Cumulative,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumulative,0,,0,,,,0,,,0,,,,,,,,,,,,,,,,,
Cumulative - Total,0,,0,,,,0,,,0,,,,,,,,,,,,,,,,,
CARBON COUNTY - Total,1,16.67%,1,,16.67%,,1,,16.67%,0,,,,,,,,,,,,,,,,,
Inspector of Elections (4 Year Term) Nesquehoning Borough - West (Vote for  1)   **** - Insufficient Turnout to Protect Voter Privacy,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precinct,Times Cast,Registered Voters,,,,,,,,Precinct,,,,Total Votes,,"SCOTT ROBB
Qualified Write In",,,,,"GEORGE SABOL
Qualified Write In",,,,,,
CARBON COUNTY,,,,,,,,,,CARBON COUNTY,,,,,,,,,,,,,,,,,
Carbon County,,,,,,,,,,Carbon County,,,,,,,,,,,,,,,,,
Nesquehoning Borough - West,409,"1,119",,,,,,,,Nesquehoning Borough - West,,,,6,,1,,,16.67%,,1,,,16.67%,,,
Carbon County - Total,409,"1,119",,,,,,,,Carbon County - Total,,,,6,,1,,,16.67%,,1,,,16.67%,,,
Cumulative,,,,,,,,,,Cumulative,,,,,,,,,,,,,,,,,
Cumulative,0,0,,,,,,,,Cumulative,,,,0,,0,,,,,0,,,,,,
Cumulative - Total,0,0,,,,,,,,Cumulative - Total,,,,0,,0,,,,,0,,,,,,
CARBON COUNTY - Total,409,"1,119",,,,,,,,CARBON COUNTY - Total,,,,6,,1,,,16.67%,,1,,,16.67%,,,
Precinct,"MARK KATTNER
Qualified Write In",,"ED KENNEDY
Qualified Write In",,,,"PATRICK OWENS
Qualified Write In",,,Unresolved Write-In,,,,,,,,,,,,,,,,,
CARBON COUNTY,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbon County,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nesquehoning Borough - West,1,16.67%,1,,16.67%,,2,,33.33%,0,,,,,,,,,,,,,,,,,
Carbon County - Total,1,16.67%,1,,16.67%,,2,,33.33%,0,,,,,,,,,,,,,,,,,
Cumulative,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumulative,0,,0,,,,0,,,0,,,,,,,,,,,,,,,,,
Cumulative - Total,0,,0,,,,0,,,0,,,,,,,,,,,,,,,,,
CARBON COUNTY - Total,1,16.67%,1,,16.67%,,2,,33.33%,0,,,,,,,,,,,,,,,,,
Township Supervisor (6 Year Term) Packer Township (Vote for  1)   **** - Insufficient Turnout to Protect Voter Privacy,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precinct,Times Cast,Registered Voters,,,,,,,,Precinct,,,,ROBERT SELERT (REP),,,,Total Votes,,,"PAUL W BRAY
Qualified Write In",,,,,,
CARBON COUNTY,,,,,,,,,,CARBON COUNTY,,,,,,,,,,,,,,,,,
Carbon County,,,,,,,,,,Carbon County,,,,,,,,,,,,,,,,,
Packer Township,345,749,,,,,,,,Packer Township,,,,242,,82.03%,,295,,,1,,,0.34%,,,
Carbon County - Total,345,749,,,,,,,,Carbon County - Total,,,,242,,82.03%,,295,,,1,,,0.34%,,,
Cumulative,,,,,,,,,,Cumulative,,,,,,,,,,,,,,,,,
Cumulative,0,0,,,,,,,,Cumulative,,,,0,,,,0,,,0,,,,,,
Cumulative - Total,0,0,,,,,,,,Cumulative - Total,,,,0,,,,0,,,0,,,,,,
CARBON COUNTY - Total,345,749,,,,,,,,CARBON COUNTY - Total,,,,242,,82.03%,,295,,,1,,,0.34%,,,
Precinct,"JIM DULCEY
Qualified Write In",,"PAUL BRAY
Qualified Write In",,,,"COLEEN GERHART
Qualified Write In",,,"JASON VENNE
Qualified Write In",,,"TOM GERHART
Qualified Write In",,,,"STEVE HINKLE
Qualified Write In",,,,,"ADAM NYER
Qualified Write In",,,,,
CARBON COUNTY,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbon County,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packer Township,2,0.68%,43,,14.58%,,3,,1.02%,1,,0.34%,1,,0.34%,,1,,,0.34%,,1,,,0.34%,,
Carbon County - Total,2,0.68%,43,,14.58%,,3,,1.02%,1,,0.34%,1,,0.34%,,1,,,0.34%,,1,,,0.34%,,
Cumulative,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumulative,0,,0,,,,0,,,0,,,0,,,,0,,,,,0,,,,,
Cumulative - Total,0,,0,,,,0,,,0,,,0,,,,0,,,,,0,,,,,
CARBON COUNTY - Total,2,0.68%,43,,14.58%,,3,,1.02%,1,,0.34%,1,,0.34%,,1,,,0.34%,,1,,,0.34%,,
Precinct,Unresolved Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,
CARBON COUNTY,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbon County,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packer Township,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbon County - Total,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumulative,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumulative,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumulative - Total,0,,,,,,,,,,,,,,,,,,,,,,,,,,
CARBON COUNTY - Total,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tax Collector (4 Year Term) Packer Township (Vote for  1)   **** - Insufficient Turnout to Protect Voter Privacy,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precinct,Times Cast,Registered Voters,,,,,,,,Precinct,,,,VALERIE KANE (REP),,,,Total Votes,,,Unresolved Write-In,,,,,,
CARBON COUNTY,,,,,,,,,,CARBON COUNTY,,,,,,,,,,,,,,,,,
Carbon County,,,,,,,,,,Carbon County,,,,,,,,,,,,,,,,,
Packer Township,345,749,,,,,,,,Packer Township,,,,324,,100.00%,,324,,,0,,,,,,
Carbon County - Total,345,749,,,,,,,,Carbon County - Total,,,,324,,100.00%,,324,,,0,,,,,,
Cumulative,,,,,,,,,,Cumulative,,,,,,,,,,,,,,,,,
Cumulative,0,0,,,,,,,,Cumulative,,,,0,,,,0,,,0,,,,,,
Cumulative - Total,0,0,,,,,,,,Cumulative - Total,,,,0,,,,0,,,0,,,,,,
CARBON COUNTY - Total,345,749,,,,,,,,CARBON COUNTY - Total,,,,324,,100.00%,,324,,,0,,,,,,
Auditor (6 Year Term) Packer Township (Vote for  1)   **** - Insufficient Turnout to Protect Voter Privacy,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precinct,Times Cast,Registered Voters,,,,,,,,Precinct,,,,Total Votes,,"JIM DULCEY
Qualified Write In",,,,,"KATHRYN BRYAN
Qualified Write In",,,,,,
CARBON COUNTY,,,,,,,,,,CARBON COUNTY,,,,,,,,,,,,,,,,,
Carbon County,,,,,,,,,,Carbon County,,,,,,,,,,,,,,,,,
Packer Township,345,749,,,,,,,,Packer Township,,,,10,,2,,,20.00%,,1,,,10.00%,,,
Carbon County - Total,345,749,,,,,,,,Carbon County - Total,,,,10,,2,,,20.00%,,1,,,10.00%,,,
Cumulative,,,,,,,,,,Cumulative,,,,,,,,,,,,,,,,,
Cumulative,0,0,,,,,,,,Cumulative,,,,0,,0,,,,,0,,,,,,
Cumulative - Total,0,0,,,,,,,,Cumulative - Total,,,,0,,0,,,,,0,,,,,,
CARBON COUNTY - Total,345,749,,,,,,,,CARBON COUNTY - Total,,,,10,,2,,,20.00%,,1,,,10.00%,,,
Precinct,"ROBERT BRYAN
Qualified Write In",,"PAUL BRAY
Qualified Write In",,,,"JASON VENNE
Qualified Write In",,,Unresolved Write-In,,,,,,,,,,,,,,,,,
CARBON COUNTY,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbon County,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packer Township,2,20.00%,4,,40.00%,,1,,10.00%,0,,,,,,,,,,,,,,,,,
Carbon County - Total,2,20.00%,4,,40.00%,,1,,10.00%,0,,,,,,,,,,,,,,,,,
Cumulative,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumulative,0,,0,,,,0,,,0,,,,,,,,,,,,,,,,,
Cumulative - Total,0,,0,,,,0,,,0,,,,,,,,,,,,,,,,,
CARBON COUNTY - Total,2,20.00%,4,,40.00%,,1,,10.00%,0,,,,,,,,,,,,,,,,,
Auditor (4 Year Term) Packer Township (Vote for  1)   **** - Insufficient Turnout to Protect Voter Privacy,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precinct,Times Cast,Registered Voters,,,,,,,,Precinct,,,,Total Votes,,"ROBERT BRYAN
Qualified Write In",,,,,"PAUL BRAY
Qualified Write In",,,,,,
CARBON COUNTY,,,,,,,,,,CARBON COUNTY,,,,,,,,,,,,,,,,,
Carbon County,,,,,,,,,,Carbon County,,,,,,,,,,,,,,,,,
Packer Township,345,749,,,,,,,,Packer Township,,,,10,,1,,,10.00%,,5,,,50.00%,,,
Carbon County - Total,345,749,,,,,,,,Carbon County - Total,,,,10,,1,,,10.00%,,5,,,50.00%,,,
Cumulative,,,,,,,,,,Cumulative,,,,,,,,,,,,,,,,,
Cumulative,0,0,,,,,,,,Cumulative,,,,0,,0,,,,,0,,,,,,
Cumulative - Total,0,0,,,,,,,,Cumulative - Total,,,,0,,0,,,,,0,,,,,,
CARBON COUNTY - Total,345,749,,,,,,,,CARBON COUNTY - Total,,,,10,,1,,,10.00%,,5,,,50.00%,,,
Precinct,"FRANK SHOR
Qualified Write In",,"JOHN FLOYD
Qualified Write In",,,,"BRANDON PUGH
Qualified Write In",,,Unresolved Write-In,,,,,,,,,,,,,,,,,
CARBON COUNTY,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbon County,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packer Township,1,10.00%,2,,20.00%,,1,,10.00%,0,,,,,,,,,,,,,,,,,
Carbon County - Total,1,10.00%,2,,20.00%,,1,,10.00%,0,,,,,,,,,,,,,,,,,
Cumulative,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumulative,0,,0,,,,0,,,0,,,,,,,,,,,,,,,,,
Cumulative - Total,0,,0,,,,0,,,0,,,,,,,,,,,,,,,,,
CARBON COUNTY - Total,1,10.00%,2,,20.00%,,1,,10.00%,0,,,,,,,,,,,,,,,,,
Judge of Elections (4 Year Term) Packer Township (Vote for  1)   **** - Insufficient Turnout to Protect Voter Privacy,,,,,,,,,,,,,,,,,,,,,,,,,,,
